6,4,16,16,2,6,2,2,1,1,1,2,1,2
5,1,20,9,2,7,2,2,1,1,1,5,1,1
2,1,5,9,1,14,4,2,1,1,1,3,1,1
6,2,14,9,4,9,3,2,1,1,1,4,1,1
6,1,24,9,2,6,2,2,1,1,4,5,1,2
4,1,19,14,1,6,3,2,1,1,1,5,1,1
3,1,24,13,1,8,3,2,2,1,1,5,1,1
7,1,3,8,2,9,2,2,1,1,1,7,1,1
5,2,7,14,5,8,4,1,2,1,1,5,1,1
4,1,24,10,2,9,2,2,1,1,1,5,1,2
3,1,33,11,2,1,2,2,1,1,1,5,1,1
5,1,9,10,2,1,2,2,1,1,1,4,1,1
4,7,16,9,2,11,2,2,1,1,1,6,1,2
4,1,25,10,2,1,2,2,1,1,4,5,1,2
4,1,20,14,1,9,1,2,1,1,1,5,1,1
6,7,33,10,2,9,2,2,1,4,1,5,1,2
3,3,17,9,2,4,1,2,2,1,1,4,1,2
4,1,21,13,3,9,3,2,2,1,1,6,1,1
5,1,29,9,4,11,4,1,2,1,1,5,1,1
7,3,21,10,2,4,2,2,1,1,1,1,1,1
6,1,6,9,4,14,3,2,1,1,1,5,1,1
3,1,6,9,1,1,3,2,1,1,1,6,1,1
4,6,52,13,6,2,3,1,1,1,1,5,2,1
3,1,20,9,1,5,3,2,2,1,1,5,1,1
4,1,20,13,2,9,2,2,1,1,4,5,1,2
4,1,17,13,5,6,3,2,1,1,1,6,1,2
5,1,42,10,4,8,3,1,2,1,1,4,1,1
8,3,5,4,3,4,3,2,1,1,1,5,1,1
3,1,21,9,1,6,4,1,2,1,1,6,1,1
4,1,6,10,4,9,4,2,2,1,1,5,1,1
5,1,30,10,1,13,3,2,1,1,1,5,1,1
5,7,25,15,2,6,5,2,2,1,1,6,1,2
2,1,36,9,1,1,3,2,2,1,1,5,1,1
3,1,14,9,2,14,2,2,1,1,1,5,1,2
6,2,18,10,2,3,2,2,1,1,1,5,1,2
3,7,15,13,2,9,2,2,1,1,1,6,1,1
6,1,3,13,4,7,3,2,1,1,1,5,1,1
5,2,19,13,4,6,4,2,2,1,1,5,1,1
6,1,18,11,2,6,2,2,1,1,1,5,1,2
4,7,4,13,2,11,2,2,1,1,1,6,1,1
5,1,42,4,2,7,2,1,1,1,1,5,1,1
8,2,15,9,2,9,2,2,1,1,1,3,1,1
4,1,36,13,2,6,5,2,2,1,1,6,1,2
4,1,24,10,2,11,2,2,1,1,1,6,1,2
2,1,6,7,1,11,3,2,1,1,1,2,1,1
3,1,3,10,1,5,1,2,2,1,1,6,1,1
4,5,22,11,4,7,4,2,2,2,1,5,1,1
4,1,3,13,2,13,2,2,1,1,1,5,1,1
3,1,19,13,1,10,1,1,2,1,1,4,1,1
5,1,4,9,2,1,2,2,1,1,1,5,1,1
4,5,14,9,1,5,3,2,1,1,1,4,1,1
3,1,45,3,1,1,6,2,1,1,1,4,5,1
4,1,23,11,5,7,3,2,1,1,1,5,1,1
3,1,5,13,1,9,3,2,2,1,1,5,1,1
4,1,17,13,2,8,2,3,1,1,1,5,9,1
3,1,8,9,1,1,3,3,2,1,1,5,9,1
4,1,29,9,1,7,4,2,1,1,1,5,1,1
6,7,32,9,2,11,2,2,1,1,1,5,1,2
7,2,7,5,2,13,2,2,1,2,1,5,1,2
5,1,28,10,2,7,2,2,1,1,1,5,1,1
5,1,32,13,2,6,2,2,1,4,1,4,1,2
6,2,17,9,2,9,2,2,1,1,1,5,1,1
3,3,28,5,5,4,3,2,2,1,1,5,1,1
8,3,18,10,2,4,2,2,1,1,1,4,1,1
2,1,10,8,1,12,1,2,1,1,1,5,1,1
4,1,24,15,2,6,2,2,1,1,1,6,1,1
6,1,12,14,1,9,4,3,2,1,1,6,10,1
4,1,24,9,2,10,2,2,1,1,1,5,1,2
9,4,21,9,2,5,2,2,1,1,1,4,1,1
4,1,15,11,4,10,4,2,2,1,1,7,1,1
6,1,16,10,2,10,2,2,1,2,1,5,1,1
5,1,23,9,1,5,4,1,2,1,1,3,11,1
3,1,37,10,1,11,3,2,2,1,1,5,1,1
4,1,11,9,2,13,2,2,1,1,1,5,1,1
3,2,29,9,1,5,1,2,2,1,1,4,1,1
6,4,11,9,2,7,2,2,1,1,5,7,1,1
2,1,24,10,1,5,1,2,2,1,1,2,1,1
7,4,18,10,2,13,2,2,1,1,1,4,1,1
3,5,11,10,1,8,1,2,2,1,1,3,1,1
4,3,12,9,2,4,5,2,2,1,1,6,1,1
4,1,15,9,2,14,2,2,1,1,1,5,1,1
3,1,11,9,2,11,1,2,2,1,1,5,1,1
5,1,22,9,2,13,2,2,1,1,1,8,1,2
5,6,14,9,2,1,2,2,1,1,1,5,1,1
3,1,10,10,1,11,1,2,1,1,1,2,1,1
4,1,21,11,1,7,3,2,1,1,1,6,1,1
3,1,32,13,2,6,2,2,1,1,1,5,1,2
5,5,18,13,1,6,3,2,1,1,1,5,2,1
3,1,20,13,1,10,1,2,1,1,1,6,1,1
3,1,26,10,1,1,6,2,1,1,1,4,1,1
7,5,6,10,4,10,3,1,1,1,1,5,1,1
4,1,29,9,1,5,3,1,2,1,1,5,1,1
4,6,27,9,1,5,3,2,1,1,1,5,1,1
8,4,25,15,1,6,3,2,1,1,3,3,1,1
6,1,11,10,2,9,5,2,2,1,1,6,1,1
3,2,14,14,1,6,3,2,1,1,1,5,1,1
3,1,11,10,1,6,3,2,2,1,1,5,1,1
3,1,14,13,1,8,1,2,2,1,1,5,1,1
3,1,12,14,1,9,3,2,2,1,1,5,1,1
3,1,26,10,2,14,2,2,1,1,1,5,1,2
7,3,20,9,2,4,2,2,1,1,1,5,1,1
3,1,35,6,2,7,2,2,1,1,1,3,1,1
3,3,7,10,1,4,1,2,2,1,1,4,1,1
4,1,17,7,2,11,5,2,2,1,1,3,1,1
3,1,18,9,2,9,2,2,1,1,1,8,1,1
6,1,7,6,2,13,2,2,1,1,1,5,1,2
7,1,12,10,2,9,5,2,2,1,1,5,1,2
5,6,15,14,1,9,3,2,1,1,1,4,1,1
6,3,24,9,2,4,2,2,1,1,1,4,1,2
2,1,11,9,1,5,1,5,2,1,1,4,1,1
5,1,23,9,4,5,3,1,1,1,1,6,1,1
2,1,23,7,1,14,1,2,1,1,1,3,1,1
6,7,21,13,2,7,2,2,1,4,1,6,1,2
3,1,35,10,1,3,3,1,1,1,1,7,1,1
4,5,42,9,2,7,2,2,1,1,1,5,1,2
4,1,18,9,2,14,2,2,1,1,1,4,1,2
3,1,15,9,1,14,3,2,2,1,1,3,1,1
4,1,25,10,4,10,4,2,2,1,1,5,1,1
4,1,27,13,2,11,2,1,1,1,1,6,1,1
5,1,18,10,1,1,3,2,2,1,1,5,1,1
3,1,18,9,1,1,1,1,1,1,1,5,1,1
5,1,16,10,2,3,2,2,1,1,1,5,1,2
7,5,52,10,2,13,2,1,1,1,1,5,1,1
4,1,30,9,1,9,3,1,1,1,1,5,1,1
5,1,18,9,2,9,2,2,1,1,1,6,1,2
7,1,22,6,2,14,2,2,1,1,1,5,1,1
3,1,18,10,2,11,2,2,1,1,1,5,1,1
5,1,20,6,4,8,4,2,2,1,1,5,1,1
3,1,32,10,2,5,2,2,1,1,1,5,1,1
3,1,24,9,1,1,4,2,1,1,4,5,1,1
4,1,24,5,2,5,2,2,1,1,1,4,12,2
3,1,32,9,1,11,1,2,1,1,1,5,1,1
4,4,17,11,1,2,3,2,1,6,1,7,1,2
4,1,24,9,2,1,6,2,1,1,5,5,1,1
4,1,33,10,2,7,2,2,1,1,1,5,1,2
4,1,17,7,1,14,6,2,1,1,4,4,13,1
4,2,4,10,4,8,4,2,2,1,1,4,1,1
3,1,10,9,4,9,1,2,2,1,1,5,1,1
3,1,11,10,1,14,1,2,1,1,1,2,1,1
4,2,27,13,1,6,4,1,1,1,1,5,2,1
4,1,15,9,2,8,1,2,2,1,1,5,1,1
3,1,23,13,1,8,1,2,1,1,1,5,1,1
5,7,22,13,2,9,2,2,1,1,1,7,1,2
6,4,14,9,2,11,2,3,1,1,1,9,14,1
6,2,4,12,2,10,2,2,1,1,1,5,1,2
3,1,20,10,1,14,1,2,1,1,1,5,1,1
6,4,19,10,2,2,2,2,1,1,1,7,1,1
5,1,19,13,4,9,4,2,2,1,1,5,1,2
4,1,15,9,2,8,5,2,2,1,1,4,1,1
6,1,5,10,4,7,3,2,1,1,1,5,1,2
3,3,32,10,1,4,3,2,1,1,1,5,1,1
2,1,36,10,1,11,3,2,2,1,1,3,1,1
4,1,10,13,2,9,2,2,1,1,1,5,1,2
7,1,26,9,2,1,2,1,1,1,1,5,1,2
3,1,11,10,4,3,3,2,1,1,1,5,1,1
6,7,18,13,2,9,2,2,1,1,1,5,1,1
4,1,25,9,2,7,2,2,1,1,1,5,1,1
6,1,6,2,2,1,2,2,1,1,1,5,5,1
3,1,25,9,5,14,1,2,1,1,1,5,13,1
4,1,10,14,2,6,2,2,1,1,1,6,1,1
5,2,6,14,4,6,4,2,2,1,1,5,1,1
2,1,17,7,1,5,1,2,1,1,1,2,1,1
5,4,39,10,2,2,2,2,1,1,1,7,1,2
7,4,8,16,2,6,2,2,1,4,1,6,2,2
2,1,23,9,1,14,1,2,1,1,1,3,1,1
3,3,31,10,1,4,1,2,1,1,1,5,1,1
6,1,8,9,2,7,2,2,1,1,1,5,1,2
5,1,25,9,4,8,4,2,2,1,1,5,1,1
4,1,9,14,2,9,2,2,1,1,4,6,1,2
2,1,31,9,1,11,4,2,2,1,1,5,1,1
5,1,20,5,4,5,4,2,2,1,1,6,6,1
6,1,20,6,3,5,4,2,2,1,1,5,1,1
4,7,5,9,2,2,2,2,1,1,1,9,1,1
5,1,26,13,4,9,4,2,2,1,1,5,1,1
3,1,4,9,2,13,2,2,1,1,1,5,1,2
4,1,6,13,1,7,3,2,1,1,1,5,1,1
4,1,18,3,2,5,2,2,1,1,1,5,5,1
4,1,26,14,2,6,2,2,1,1,1,5,1,2
7,1,28,9,2,9,2,2,1,3,1,5,1,2
3,1,11,13,1,6,3,2,2,1,1,6,1,2
4,1,20,9,4,9,4,1,2,20,1,5,1,2
6,1,11,4,2,7,2,2,1,2,1,6,1,2
3,1,19,9,1,5,1,2,2,1,1,5,1,1
4,1,11,11,4,7,4,2,1,1,1,5,1,1
5,3,32,9,3,4,4,2,2,1,1,5,5,1
3,1,20,9,1,14,1,2,1,1,1,4,1,1
4,2,18,9,4,8,4,2,2,1,1,5,1,1
4,1,21,10,2,5,5,2,2,1,1,2,1,2
4,1,23,9,2,13,2,2,1,1,1,9,1,2
4,1,13,13,2,6,2,1,1,1,1,6,1,2
4,1,10,13,1,11,3,2,1,1,1,5,1,1
6,4,17,15,2,6,2,2,1,20,1,9,1,2
4,5,15,12,1,3,3,1,1,1,1,5,1,1
4,1,25,13,1,8,1,1,2,1,1,5,1,1
4,1,15,7,2,7,2,2,1,1,1,5,1,1
5,1,30,10,4,7,3,2,1,1,1,7,1,1
6,1,6,10,4,14,6,2,1,1,1,3,1,1
3,2,41,10,2,9,1,2,2,1,1,5,1,1
6,1,20,9,2,7,2,2,1,1,1,6,1,2
5,7,21,15,2,6,2,2,1,1,1,3,1,2
5,1,6,10,2,11,2,2,1,1,1,8,1,1
5,4,36,10,2,11,2,2,1,1,1,7,1,2
4,4,5,14,2,6,5,2,2,1,1,1,1,1
3,1,20,6,4,5,4,2,2,1,1,5,8,1
3,1,28,10,2,11,2,2,1,1,1,7,1,1
5,1,21,4,5,7,3,2,1,1,1,5,5,1
3,1,28,9,2,7,2,2,1,1,1,5,1,1
5,4,20,13,2,11,2,2,1,1,1,5,1,1
4,4,20,9,1,7,1,2,1,1,1,5,1,1
5,1,19,9,2,9,2,2,1,1,1,5,1,2
3,1,31,13,2,6,5,3,2,1,3,5,1,1
3,1,16,9,1,9,1,3,2,1,1,5,15,1
8,3,8,10,2,4,2,2,1,1,1,2,1,1
3,1,11,9,1,7,6,2,1,1,1,2,1,1
5,4,13,9,2,9,2,1,1,1,1,5,1,2
3,1,15,13,4,10,3,2,2,1,1,5,1,1
6,4,12,16,7,9,5,2,2,1,3,4,1,2
6,1,23,9,3,8,4,1,2,1,1,4,1,1
3,1,22,7,2,13,2,2,1,1,1,10,1,2
5,1,21,7,2,5,2,2,1,1,1,4,16,1
5,1,23,9,4,8,4,1,2,1,1,4,1,1
5,1,22,7,3,8,4,2,2,1,1,5,1,1
7,4,37,9,2,8,5,2,2,1,1,5,1,1
5,1,3,9,2,9,2,2,1,1,4,6,1,2
6,1,14,13,4,6,6,2,2,1,1,6,1,2
4,1,23,9,1,13,1,1,1,1,1,5,1,1
5,2,19,14,1,6,3,2,2,1,1,6,1,1
3,1,19,9,1,7,4,2,2,1,1,5,1,1
5,3,16,9,1,4,1,2,2,1,1,5,1,1
4,1,8,9,5,1,1,3,1,1,1,7,1,1
5,1,36,13,2,9,2,3,1,1,1,5,17,2
7,3,16,9,2,4,2,2,1,1,1,2,1,1
4,1,12,14,2,9,2,3,1,1,1,5,18,1
5,1,6,13,2,9,2,2,1,1,1,5,1,1
5,1,14,13,1,11,3,2,2,1,1,5,1,1
3,1,19,12,1,10,6,2,2,1,1,3,1,1
2,1,5,7,1,11,1,2,2,1,1,3,1,1
3,1,51,9,2,5,2,2,1,1,1,4,2,1
5,1,6,9,2,1,2,2,1,1,1,7,1,1
4,1,18,9,1,13,1,2,1,1,1,6,1,1
4,1,37,13,4,8,4,2,2,1,1,5,1,1
3,1,29,9,1,1,3,2,1,1,1,5,1,1
3,1,21,10,1,9,1,2,2,1,1,5,1,1
4,1,28,13,2,6,5,2,2,1,1,3,1,2
4,1,18,7,4,13,4,2,2,1,1,5,1,1
4,1,12,9,2,8,5,2,2,1,1,5,1,2
2,1,17,9,1,14,1,2,1,1,1,8,1,1
3,3,22,12,1,4,1,2,1,1,1,3,1,1
5,5,6,6,2,8,2,2,1,1,1,5,5,1
6,1,29,6,2,13,2,2,1,1,1,5,1,2
4,1,45,9,2,14,2,2,1,1,1,4,1,1
4,6,7,10,2,6,6,3,1,1,1,5,19,1
6,7,16,15,2,6,2,2,1,20,1,5,1,2
6,7,17,13,1,9,3,2,1,1,1,5,1,1
7,1,9,2,2,14,2,4,1,1,1,5,2,1
4,1,16,9,4,7,3,2,2,1,1,5,1,1
3,1,13,10,1,10,6,2,1,1,1,5,1,1
3,1,31,13,1,11,3,2,1,1,1,5,1,1
3,1,22,11,5,8,4,1,2,1,1,5,1,1
4,1,18,9,5,8,3,2,1,1,1,5,1,2
6,1,12,9,4,5,3,2,2,1,1,5,1,1
3,1,10,10,1,8,4,2,2,1,1,5,1,1
5,1,11,7,1,5,1,2,2,1,1,5,1,1
3,3,20,10,1,4,1,2,2,1,1,4,1,1
7,7,12,9,2,13,2,2,1,1,1,6,1,1
3,1,15,9,1,5,1,4,1,1,1,3,1,1
4,1,19,10,2,8,5,1,2,1,1,5,1,2
3,1,60,9,1,9,3,1,2,1,1,4,1,1
2,3,6,10,1,4,1,1,2,1,1,3,1,1
7,4,8,14,2,6,2,2,1,1,1,5,1,1
4,1,19,13,2,7,2,2,1,1,1,6,1,2
8,3,3,6,6,4,3,2,2,1,1,1,1,1
5,4,20,9,2,9,2,2,1,1,1,7,1,1
4,1,17,13,2,9,2,2,1,1,4,6,1,2
4,1,7,9,2,8,2,2,1,1,1,5,1,1
3,1,11,13,2,11,2,2,1,1,1,5,1,1
3,1,20,13,1,11,1,2,2,1,1,5,1,1
5,4,24,9,2,9,2,2,1,1,1,7,1,1
2,1,5,10,1,11,1,2,2,1,1,3,1,1
5,1,12,16,2,6,2,2,1,1,1,6,1,2
5,1,17,10,2,9,2,2,1,1,1,6,1,1
3,1,10,13,1,6,3,2,1,1,1,5,1,1
3,1,17,13,1,8,1,2,1,1,1,5,1,1
3,1,35,10,1,8,3,4,1,1,1,5,1,1
4,6,12,9,2,13,2,2,1,1,1,5,1,1
7,4,18,9,2,2,2,2,1,1,1,5,1,1
5,5,16,14,2,6,2,2,1,1,1,5,1,2
5,1,16,9,1,8,3,2,1,1,1,5,1,1
3,6,33,13,1,9,3,2,2,1,1,5,1,1
3,1,21,10,1,1,3,2,1,1,1,5,1,1
2,2,23,10,1,3,1,2,1,1,4,4,1,1
4,1,3,13,2,6,2,2,1,1,1,7,1,2
3,1,13,9,1,8,1,2,2,1,1,4,1,1
4,1,12,10,2,1,2,2,1,1,1,5,8,1
6,6,20,9,2,5,5,2,2,1,1,4,1,1
4,1,17,9,2,7,2,2,1,1,1,5,13,1
4,1,21,13,2,11,2,2,1,1,1,7,1,1
5,4,10,4,2,7,2,2,1,1,1,4,1,1
5,6,23,9,2,5,2,2,1,1,1,5,1,1
4,6,48,7,1,3,1,2,1,1,1,5,1,1
5,5,48,14,2,9,2,1,1,1,1,5,1,2
6,1,5,9,2,1,2,2,1,1,1,5,1,1
4,1,4,11,2,5,2,2,1,1,1,5,1,1
2,1,27,9,1,14,1,2,1,1,1,5,1,1
2,3,5,10,1,4,1,2,2,1,1,3,1,1
3,6,30,14,4,6,3,2,1,1,1,2,2,1
3,1,20,9,4,11,6,2,1,1,1,6,1,1
4,5,15,14,1,6,3,2,1,1,1,5,20,2
3,1,13,10,1,5,3,2,1,1,1,5,1,1
8,4,16,10,3,2,3,2,2,1,1,8,1,1
4,1,10,4,2,5,2,2,1,1,1,5,5,1
3,1,24,10,1,1,3,2,1,1,1,5,1,1
4,1,14,10,7,11,5,2,2,1,1,3,1,1
6,1,9,10,4,11,3,2,2,1,1,4,1,1
4,1,9,13,2,8,5,2,2,1,1,3,1,1
4,1,18,13,4,14,1,2,1,1,1,5,1,1
3,1,46,10,1,11,1,1,1,1,1,2,1,1
5,1,18,13,4,9,3,2,1,6,1,6,1,2
8,1,9,9,4,9,3,2,2,1,1,4,1,1
5,1,32,9,4,7,3,2,1,1,1,5,1,1
3,1,28,9,1,13,1,2,1,1,1,5,1,1
3,1,38,12,1,5,3,2,1,1,1,4,1,1
3,1,20,13,1,6,3,2,1,1,1,4,1,1
3,1,32,10,2,7,2,2,1,1,1,5,1,1
4,1,20,11,1,1,1,2,1,1,1,5,1,1
3,1,21,13,1,14,3,2,1,1,1,3,1,1
4,1,18,7,2,11,2,2,1,1,1,7,1,1
4,1,8,9,2,14,2,5,1,1,1,5,1,1
4,6,30,5,2,7,2,1,1,1,1,5,1,1
6,1,20,10,2,9,2,2,1,1,1,4,1,1
2,1,13,10,1,1,1,2,1,1,1,5,1,1
4,1,10,9,1,9,3,2,1,1,1,7,1,1
4,1,11,3,1,1,6,3,1,1,1,5,21,1
7,6,32,15,4,6,3,2,2,1,1,4,1,1
